strain  stressx  stressy  stressz  
0 0.0122032640032917 0.000839797006572306 0.00992688997432233 
0.001 0.0878316881936893 -0.000879531317471652 -0.000692695571700615 
0.002 0.111765576273714 -0.00661783383652752 -0.00349656882395836 
0.003 0.179728857675675 0.00361373389086724 -0.00294199376162439 
0.004 0.234077710687444 -0.00536159557110334 -0.00445990293892247 
0.005 0.360007344497449 -0.00231395825888298 0.00111697576722866 
0.00600000000000001 0.433907119836412 0.0100149282996551 -0.0146726648478364 
0.00700000000000001 0.524742287697887 0.00590245712582278 -0.0116820337651712 
0.00800000000000001 0.54293607562557 -0.0119393169401678 0.00795169697598701 
0.00900000000000001 0.623452245694501 0.00591463089807209 0.0049881675683449 
0.01 0.67053589639202 0.000136814695556513 -0.00753470906327745 
0.011 0.778284749084066 -0.00680286557029932 -0.00981783353125955 
0.012 0.790829387823633 0.0102668844003178 0.00112270543157762 
0.013 0.856494562476236 0.00738420266808672 0.00582643711058815 
0.014 0.953033128632245 0.00284721254392469 0.00467940555369451 
0.015 1.00651451043182 -0.00669198773751197 0.010093341275655 
0.016 1.04980249811947 0.0121142783825841 -0.00122361590061328 
0.017 1.09758552629125 0.0107918912681992 0.00886094641049981 
0.0179999999999999 1.17047091190865 0.00457544139056554 -0.00457860548688649 
0.0189999999999999 1.25266983643691 -0.0128115325537316 -0.00341584633240862 
0.0199999999999999 1.27367748157019 0.00709174859209247 -0.00366025992667354 
