strain  stressx  stressy  stressz  
0 0.053262340368302 -0.0010502002074846 -0.00162332769558292 
0.00099999999999989 0.125924263437317 -0.00374108730194159 -0.00901254729069827 
0.00199999999999989 0.255490067918163 -0.00256654195601237 0.0011819583538248 
0.00299999999999978 0.310276577487047 0.000847617900394283 0.00110364039564373 
0.00399999999999967 0.473285503479509 0.00391611647820349 -0.00443517886118472 
0.00499999999999967 0.579120164327929 0.0114041140114473 0.00265548561283025 
0.00599999999999956 0.626586941133969 0.00169197508836429 -0.00525453594552787 
0.00699999999999945 0.853690139542008 -0.000202680731938987 -0.00763365638296454 
0.00799999999999934 1.01403843985074 -0.00234984143434204 -0.00304355472560491 
0.00899999999999934 1.0440691979657 0.00154089069637678 -0.00793147699371873 
0.00999999999999923 1.20898992676628 0.0011258237999483 -0.000578563683660865 
0.0109999999999991 1.35539940539065 0.00888032107162383 -0.00217827654211825 
0.0119999999999991 1.48567921609468 -0.00319490050865366 0.000340941490357396 
0.012999999999999 1.61675771288478 -0.00146836886046378 0.00267802657787772 
0.0139999999999989 1.74695295950501 -0.00245080699405907 -0.00951866107908463 
0.0149999999999989 1.88328259366227 -0.000980757505247323 -0.0046969672483294 
0.0159999999999988 2.0117915253738 -0.00626879900575907 0.00444882014708224 
0.0169999999999987 2.05583633560796 0.00060596343050822 0.00264885256153016 
0.0179999999999986 2.22889504330021 0.0056595912380368 -0.0055589594921829 
0.0189999999999986 2.254674040364 0.00604553863948072 -0.0124461593946267 
0.0199999999999985 2.45366420556978 0.00265679999111266 0.000790783578208123 
