Temp	Strain
299.753664815788	0.0
349.310715612136	0.000584010326051265
400.514790572062	0.0011844837869468
450.57572743829	0.00175173502897574
499.708733174932	0.00230478674567225
550.567118723723	0.0028856671396702
599.239303268897	0.0034364409620018
649.732033397707	0.00400183915611185
699.190276777709	0.00452436920055854
749.945358340146	0.00511272646972105
798.996993053346	0.00564646705235505
850.295129756123	0.00621228421141473
900.612840161426	0.00677350999710513
949.527507130643	0.00734586089463285
999.251087989526	0.0078895605543976
