strain  stressx  stressy  stressz  
0 -0.0170470808138054 0.00394140005266708 0.00205214745917293 
0.001 0.033819957631884 -0.00114690770638643 0.0102394124873596 
0.00199999999999989 0.0296899123088221 0.00207858940059031 -0.00214177948038301 
0.00299999999999989 0.0615695522964801 -0.00273752600535199 0.0068414310214458 
0.00399999999999989 0.142957428141038 -0.0117475106586659 -0.00208711058102299 
0.00499999999999989 0.242414268851304 -0.00298211654608975 -0.0028288157218404 
0.00599999999999978 0.258902071830818 0.0078793258101034 -0.000435209291375319 
0.00699999999999978 0.28859057186038 0.00834663091931256 -0.0110003598019207 
0.00799999999999979 0.358296229420572 0.00341793776189488 -0.00265781377108629 
0.00899999999999967 0.386214757363555 0.00282885876738495 3.94769325050658e-05 
0.00999999999999968 0.495744691998284 -0.000950554221795724 0.000997120415817866 
0.0109999999999997 0.560403115423925 0.0125094577887184 0.00257772370069161 
0.0119999999999996 0.510858205281555 0.00576096652784139 -0.010543124386 
0.0129999999999996 0.6070597486014 -0.000909655238580764 -0.00149190686636905 
0.0139999999999996 0.712312307290172 0.00722786481595044 -0.0105344170641388 
0.0149999999999996 0.698688526369115 -0.00469914853979191 0.00731074863260221 
0.0159999999999995 0.717560190835878 0.0100048115097286 -0.00347451379215704 
0.0169999999999995 0.82078953127742 0.00340536142138666 0.00137544719463053 
0.0179999999999995 0.782863555438463 -0.00155977362417119 -0.00988745004113382 
0.0189999999999994 0.844501064898905 -0.00412778719980124 -0.00555692783297776 
0.0199999999999994 0.782251429813951 -0.0122341235789147 -0.013457222519431 
